Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,LANGUAGE,PATIENTPOPULATIONPERCENTAGEBELOWPOVERTY
a527bcf0-3746-476c-90f2-dbab8868385e,1978-11-27,,999-90-6743,S99931371,X15345583X,Mrs.,Margarita164,Beahan375,,Crooks415,M,white,nonhispanic,F,Barnstable  Massachusetts  US,135 Runolfsdottir Orchard Suite 11,Norton,Massachusetts,Bristol County,,41.925767956827,-71.15034496284127,912431.48,9377.149999999998,,
f272974b-7707-4780-a6b9-f11393a4173e,1998-01-11,,999-23-1726,S99920296,X86946959X,Mr.,Reid278,Von197,,,,white,nonhispanic,M,Medford  Massachusetts  US,546 Kuhlman Mission,Lynn,Massachusetts,Essex County,1940,42.43797423511169,-71.03524571780106,571621.47,3909.69,,
19c26213-a2a2-4cff-a1aa-0137b92df1e4,2015-07-18,,999-85-6809,,,,Chung121,Heller342,,,,white,nonhispanic,M,Pittsfield  Massachusetts  US,618 Harber Annex,Southborough,Massachusetts,Worcester County,,42.26452554290187,-71.53620185991065,124216.31,2024.88,,
30052b62-200e-48c9-b671-aa3ede1fef1c,1955-05-03,,999-33-9259,S99919585,X20291411X,Ms.,Maisha241,Fisher429,,,S,white,nonhispanic,F,Granville  Massachusetts  US,873 Hodkiewicz Dam Unit 1,Bridgewater,Massachusetts,Plymouth County,,41.99349915280055,-70.9724481196625,1349203.71,10783.299999999996,,
9fe4a306-af13-41d6-9936-cc2727aff831,2009-06-04,,999-19-6600,,,,Eveline832,Wintheiser220,,,,black,hispanic,F,Sandwich  Massachusetts  US,895 MacGyver Skyway,Chicopee,Massachusetts,Hampden County,1020,42.18345480101672,-72.50164711151022,25964.55,645.8,,
0f319739-cdfb-4e9c-9703-325c5065d374,1959-06-17,,999-56-6368,S99995089,X65753359X,Mr.,Mel236,Morar593,,,M,white,nonhispanic,M,Belmont  Massachusetts  US,1009 Fisher Rest Suite 26,Saugus,Massachusetts,Essex County,,42.4747467179542,-71.04560510473262,1542715.81,5976.16,,
fe74a8af-bb02-4ee8-89e2-14bb30a0bb41,1995-10-02,,999-26-2678,S99978757,X80600534X,Mr.,Cristobal567,Parra592,,,,white,hispanic,M,Puebla  Puebla  MX,356 Parisian Mill Apt 14,Beverly,Massachusetts,Essex County,,42.57934343407418,-70.81856210134465,577296.8,7783.399999999999,,
02909b24-92b2-40cf-b1dd-1d58fbf6683b,2008-07-21,,999-49-6430,,,,Marjory382,Friesen796,,,,white,nonhispanic,F,Winchester  Massachusetts  US,177 Schimmel Spur,Lowell,Massachusetts,Middlesex County,1854,42.59943732914915,-71.32938388416616,245125.2,2779.84,,
4a53d8e3-6ce9-414d-9b96-1d44427ad595,1959-04-01,,999-49-8312,S99941236,X86271679X,Mrs.,Evia329,Heller342,,Strosin214,M,white,nonhispanic,F,Stoneham  Massachusetts  US,824 Harris Rue Apt 75,Westfield,Massachusetts,Hampden County,1085,42.19564979914991,-72.75058240922496,198792.27,25110.07,,
7f4ef129-1511-47a9-a9b7-8b0b2d02ad50,1952-05-06,,999-56-8675,S99923437,X85058581X,Mrs.,Sabina296,Flatley871,,Schmidt332,M,white,nonhispanic,F,Norwell  Massachusetts  US,502 Jakubowski Burg,Springfield,Massachusetts,Hampden County,,42.12911097701997,-72.6128205943982,1466791.2,11851.95,,
cad87ce8-51e1-4214-aae6-e928eb14466c,1992-06-19,,999-45-6436,S99962246,X77637753X,Mrs.,Bernice532,Paucek755,,Lemke654,M,white,nonhispanic,F,Natick  Massachusetts  US,145 Schultz Dam,Wilmington,Massachusetts,Middlesex County,,42.60200906032098,-71.2039854906112,659999.21,10303.079999999998,,
7078ae9a-4c79-4b30-b127-f76aabb6763e,1968-04-26,,999-64-4625,S99988401,X57362661X,Mrs.,Caterina17,Hirthe744,,Mann644,M,white,hispanic,F,Boston  Massachusetts  US,260 Kutch Walk,Fitchburg,Massachusetts,Worcester County,,42.63151510406731,-71.8392184983341,1028032.73,15120.219999999998,,
8e558a6a-c25f-4c78-a615-457d5f09506b,1990-07-13,,999-27-7560,S99962986,X75038707X,Ms.,Caroll955,Jacobi462,,,S,white,nonhispanic,F,Ipswich  Massachusetts  US,234 Schultz Gate,Webster,Massachusetts,Worcester County,1570,42.00295823344613,-71.84481131607329,668174.01,5317.07,,
46de6788-690e-41a2-9165-dba9e0edda5f,2006-06-21,,999-86-2605,,,,Lesley194,Lynch190,,,,white,nonhispanic,M,Easthampton  Massachusetts  US,691 Dickens Bay,Saugus,Massachusetts,Essex County,,42.48337740696865,-70.99455659038709,21130.2,516.64,,
145924d4-1ea6-4b74-ae12-0447184ab7fe,2018-03-06,,999-47-5686,,,,Humberto482,Mann644,,,,white,nonhispanic,M,Merrimac  Massachusetts  US,217 Mueller Vista Apt 97,Quincy,Massachusetts,Norfolk County,2171,42.25861206681914,-71.12935311786183,50568.66,1270.76,,
d48f2976-fe6e-490a-a642-1f974e344d32,1969-07-03,,999-88-2579,S99921855,X59127954X,Mr.,Ben667,Funk324,,,S,white,nonhispanic,M,Amherst  Massachusetts  US,697 Mante Dam,Wareham,Massachusetts,Plymouth County,,41.74712518416644,-70.72477378399911,15554.72,0.0,,
5fcddb28-7b9d-472a-8765-29d559e3d2f8,1958-05-25,,999-31-7122,S99947600,X85365205X,Mr.,Kevin729,Adams676,,,M,white,nonhispanic,M,Boston  Massachusetts  US,453 Fadel Ferry,Revere,Massachusetts,Suffolk County,,42.46768629983254,-70.9616747060457,18753.689999999995,0.0,,
ac530537-ea40-44e1-932e-655f9d9eb8f2,1976-10-07,,999-23-1789,S99911833,X83589112X,Mr.,Shirley182,Borer986,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,513 O'Keefe Rue Unit 83,Dedham,Massachusetts,Norfolk County,2090,42.23208487834696,-71.1353902728103,1158420.63,2944.76,,
7d009685-4357-485c-9164-1a27681f14dc,1954-08-25,,999-15-6463,S99994295,X40542660X,Mrs.,Laverna97,Dooley940,,Mayert710,M,white,nonhispanic,F,Brockton  Massachusetts  US,261 Weber Crossing,Rochester,Massachusetts,Plymouth County,,41.783430936595146,-70.82655138321977,1516415.9,9607.44,,
bc668670-c85e-48f9-a4fd-0ee6b13e878d,2003-09-05,,999-32-9052,S99911864,,,Kermit56,Barton704,,,,white,nonhispanic,M,Rockport  Massachusetts  US,331 Sipes Quay Suite 27,Beverly,Massachusetts,Essex County,,42.59339079463152,-70.86862257280947,363104.79,2987.28,,
a5c39700-6bf3-4984-af46-31344695e21b,1940-01-09,2020-03-15,999-49-7659,S99985960,X58311625X,Mr.,Sammie902,Greenholt190,,,M,white,nonhispanic,M,Chelsea  Massachusetts  US,807 Bauch Viaduct Suite 72,Plymouth,Massachusetts,Plymouth County,2360,41.92896361976894,-70.66540215208727,1639365.4700000002,22137.88,,
5fbe3d87-3b6b-4549-8615-bd175d5d6bbb,1941-04-22,,999-33-7429,S99973353,X73839384X,Mr.,Jamey282,Hermiston71,,,M,asian,nonhispanic,M,New Bedford  Massachusetts  US,780 Okuneva Annex Apt 36,Concord,Massachusetts,Middlesex County,,42.4937745084856,-71.4128121495033,1784689.27,14067.24,,
ddb2d5e2-643e-4374-ac19-f6ca3c0d16f5,1967-12-24,,999-60-5555,S99986948,X7533832X,Mr.,Phil587,Doyle959,,,M,white,nonhispanic,M,Swansea  Massachusetts  US,616 Bartell Throughway,Bourne,Massachusetts,Barnstable County,,41.7201610470063,-70.63966017449452,1277041.08,7069.36,,
81643c1d-b2e3-45f1-8622-71ad10305b8d,1974-02-14,,999-22-4097,S99989184,X35137774X,Mrs.,Hermila490,Lakin515,,Kerluke267,M,white,nonhispanic,F,Marshfield  Massachusetts  US,507 Haley Orchard,Gardner,Massachusetts,Worcester County,,42.55461827496183,-72.00638993092305,987102.48,17932.049999999992,,
21505aac-f219-43a8-ab3c-f57c6d8f1d1f,1940-05-03,,999-76-2610,S99976502,X50484602X,Mrs.,Alane21,Toy286,,Larson43,M,white,nonhispanic,F,Quincy  Massachusetts  US,152 Stracke Pathway Apt 86,Middleborough,Massachusetts,Plymouth County,,41.85682743168864,-70.87005170669599,1607359.34,25271.83,,
8049d282-cb78-4a77-8163-1083ca0a3a09,1983-07-04,,999-85-5168,S99943248,X2960808X,Mrs.,Christeen33,Schmeler639,,Orn563,M,white,nonhispanic,F,Falmouth  Massachusetts  US,677 Hettinger Passage,Winchendon,Massachusetts,Worcester County,,42.65719576318533,-72.056114367437,825343.93,8780.88,,
7992bf94-feee-4728-9187-2c911df2819b,2004-07-04,,999-67-4045,,,,Gidget756,Rempel203,,,,white,nonhispanic,F,Leominster  Massachusetts  US,978 Turcotte Overpass,Gill,Massachusetts,Franklin County,,42.63299146919133,-72.5251235198123,404742.42,3311.44,,
7ea83894-5507-48ff-86ae-f246840067f1,1984-07-22,,999-82-1441,S99965323,X2059514X,Ms.,Elvira561,Cabrera242,,,S,white,hispanic,F,Santiago de los Caballeros  Santiago  DO,451 Buckridge Harbor,Attleboro,Massachusetts,Bristol County,,41.84586584469066,-71.3317871538724,816217.15,9619.88,,
d2f6d528-39db-4b7e-8389-abd27af9a710,1996-06-26,,999-71-6658,S99919362,X38676934X,Ms.,Deidra675,Gleason633,,,,white,nonhispanic,F,Beverly  Massachusetts  US,949 Harvey Row Suite 34,Weymouth,Massachusetts,Norfolk County,2191,42.19881332914573,-70.98939359831729,10528.25,405.8,,
e07c83c4-19ae-423e-ae8d-616c69f76482,1967-08-11,,999-21-9208,S99957327,X14842539X,Mrs.,Ardis509,Murphy561,,Baumbach677,M,white,nonhispanic,F,Groton  Massachusetts  US,591 Grant Trace,Lynn,Massachusetts,Essex County,,42.508730700098056,-70.91940684326552,1197894.58,10860.329999999998,,
fa0b58e6-6817-4d49-8211-1dd34abf0c15,2008-11-21,,999-97-9250,,,,Sean831,Casper496,,,,white,nonhispanic,M,Marblehead  Massachusetts  US,173 Leuschke Club Unit 65,Waltham,Massachusetts,Middlesex County,2453,42.428920338643,-71.22885478083032,39316.66,12050.589999999998,,
1ee9a3db-fd36-4571-b705-7e46a97e4792,1997-10-09,,999-32-2366,S99976985,X35341624X,Ms.,Tabetha269,O'Hara248,,,,white,nonhispanic,F,Auburn  Massachusetts  US,1080 Sawayn Gateway Suite 9,Framingham,Massachusetts,Middlesex County,1701,42.3224819015944,-71.40032560558313,609823.11,2810.64,,
b5fbb0b5-6b9f-45b2-bab0-3630dc3555a3,1964-09-06,2014-10-09,999-15-4687,S99965276,X87264100X,Mr.,Aron520,Hintz995,,,M,white,nonhispanic,M,Waltham  Massachusetts  US,128 Rice Tunnel Unit 1,Boston,Massachusetts,Suffolk County,2108,42.23596627772884,-71.07653546289538,167303.91,38105.31,,
b83237f3-9ff5-491e-aab4-d63ccff85f85,2012-11-17,,999-91-6450,,,,Gerald181,Gorczany269,,,,white,nonhispanic,M,Maynard  Massachusetts  US,304 Considine View,Franklin,Massachusetts,Norfolk County,2038,42.04514107194324,-71.42171934441131,174094.56,2776.48,,
46988a9c-9c86-429a-bc4a-b3d14ff321b0,1957-03-13,,999-93-2339,S99969123,X17176450X,Mr.,Orlando897,Reichert620,,,S,asian,nonhispanic,M,Hong Kong  Hong Kong Special Administrative Region  CN,526 Schinner Junction Suite 13,Lunenburg,Massachusetts,Worcester County,1462,42.61132332463651,-71.75240344546074,1650550.5,7220.21,,
edad31f3-5a08-4678-8d31-271a41a2aad5,1940-01-09,2020-03-19,999-11-6530,S99998232,X12665812X,Mr.,Brad867,Greenholt190,,,M,white,nonhispanic,M,Barnstable  Massachusetts  US,458 Nader Passage Apt 46,Plymouth,Massachusetts,Plymouth County,,41.84835135191826,-70.59402013625228,1771092.48,7328.599999999999,,
4607a669-4a97-4f0a-9661-856569905047,1993-11-26,,999-13-7217,S99985338,X15495835X,Ms.,Jeanne553,Langworth352,,,,white,nonhispanic,F,Springfield  Massachusetts  US,264 Stanton Trailer,Needham,Massachusetts,Norfolk County,2494,42.240645955001526,-71.22066832437284,620880.35,4470.44,,
eac67567-51d8-44bd-905e-b9ffecff5491,2004-04-22,,999-44-7733,S99933390,,,Bertram873,VonRueden376,,,,white,nonhispanic,M,Lowell  Massachusetts  US,560 Heathcote Ranch,Revere,Massachusetts,Suffolk County,2151,42.38698979555511,-71.00844198046602,46649.26,2061.52,,
c1800ba1-7cba-45d7-bdc4-0e0b583932e4,2018-01-20,,999-28-4976,,,,Mateo562,Palacios784,,,,white,hispanic,M,Santiago  Santiago Province  CL,841 McGlynn Knoll Suite 67,Taunton,Massachusetts,Bristol County,2780,41.95997846731197,-71.0141637048784,49834.59,1408.2399999999998,,
d2718050-2e9c-4d5b-842e-52d910c1563f,1997-06-01,,999-83-7958,S99986368,X47894951X,Mr.,Casey401,Hahn503,,,,white,nonhispanic,M,Abington  Massachusetts  US,510 Veum Gate,Eastham,Massachusetts,Barnstable County,,41.82538295383041,-69.96339304804339,5562.28,0.0,,
506d8f60-3658-428d-8a32-d15677b74a9d,1946-09-09,,999-63-9120,S99962223,X53312051X,Mr.,Morris740,Sanford861,,,M,white,nonhispanic,M,Brockton  Massachusetts  US,872 Tremblay Fort Unit 20,Fall River,Massachusetts,Bristol County,2747,41.63528802780086,-71.1787573172385,1536413.16,10778.27,,
