Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,LANGUAGE,PATIENTPOPULATIONPERCENTAGEBELOWPOVERTY
3ae725ea-9748-45cb-90e0-eef4502421f4,1973-01-21,,999-36-2341,S99937055,X83686992X,Ms.,Lavera253,Anderson154,,,S,white,nonhispanic,F,Rockport  Massachusetts  US,119 Waelchi Grove Apt 75,Springfield,Massachusetts,Hampden County,1128,42.12235105992476,-72.56732865159543,148242.57,7284.259999999999,,
e4f2ee93-89f0-4339-b079-5b174190e18e,1964-01-02,,999-51-2834,S99986733,X17488994X,Mrs.,Muoi890,Huels583,,Romaguera67,M,white,nonhispanic,F,Brockton  Massachusetts  US,764 Stokes Vista,Medway,Massachusetts,Norfolk County,,42.18684061153454,-71.46568867528029,1339637.32,8032.559999999999,,
c5f2714c-6886-4a2c-bb54-6147b94ca407,1984-02-22,,999-20-5256,S99956101,X66429886X,Mrs.,Vennie613,McCullough561,,Murphy561,M,white,nonhispanic,F,Boston  Massachusetts  US,604 Harvey View,Blackstone,Massachusetts,Worcester County,,42.08692727530842,-71.5803826288018,835866.22,7725.079999999999,,
256aed27-8a36-464a-b9d2-233c49e08345,2003-10-20,,999-66-3070,S99944488,,,Luisa710,Hammes673,,,,asian,nonhispanic,F,Harvard  Massachusetts  US,864 Legros Alley,Holliston,Massachusetts,Middlesex County,,42.24200818246069,-71.45084941603963,445000.51,2734.0,,
255384fc-4d66-4b33-b0ef-6a4563081fd8,1963-08-17,,999-11-1235,S99939802,X258307X,Mrs.,Corinna386,Gerlach374,,Boehm581,M,white,nonhispanic,F,Boston  Massachusetts  US,915 Keeling Esplanade,Westport,Massachusetts,Bristol County,,41.5725170562147,-71.07283308554402,1264270.47,17082.479999999996,,
d3fadde8-d36b-4310-b9e2-41dd0ddb1619,2011-08-13,,999-49-4702,,,,Rick943,Hermiston71,,,,white,nonhispanic,M,Quincy  Massachusetts  US,268 Gerhold Route Suite 72,Natick,Massachusetts,Middlesex County,,42.321736117105225,-71.3603308264538,223206.72,2679.84,,
06a889ff-c131-4e7a-b533-d7db5f3c7cce,2006-04-04,,999-62-4189,,,,Joycelyn213,Abernathy524,,,,white,nonhispanic,F,Cambridge  Massachusetts  US,182 Trantow Mission Unit 20,Bellingham,Massachusetts,Norfolk County,,42.06442874671311,-71.49312725910934,374923.78,2970.68,,
7b7d2280-354f-4bfa-b1b5-ebe85da184dd,1950-04-13,2001-12-11,999-42-8551,S99981184,X1198617X,Mr.,Dion244,Bartoletti50,,,M,white,nonhispanic,M,Newton  Massachusetts  US,853 Hoeger Stravenue,Freetown,Massachusetts,Bristol County,,41.74048141625263,-70.9773665858958,1382803.07,2605.48,,
cf27a4b9-4bd9-4179-8949-1c0bb753ef54,1972-12-23,2001-12-19,999-11-7412,S99925710,X65825365X,Mrs.,Sharolyn456,Welch179,,Reynolds644,M,white,nonhispanic,F,Boston  Massachusetts  US,376 Stroman Fort,Natick,Massachusetts,Middlesex County,,42.32565320129642,-71.3378455468408,573607.89,3357.92,,
9070aaac-003f-45f3-8748-16e4c2360d65,1950-04-13,2006-05-06,999-42-7324,S99957381,X74200334X,Mr.,Korey682,Dicki44,,,M,white,nonhispanic,M,Abington  Massachusetts  US,388 Cassin Approach Apt 20,Freetown,Massachusetts,Bristol County,,41.81501998517932,-71.03006426718386,1164048.9400000002,4848.52,,
603212c3-40ee-49f0-8af4-3bb90f9fa6b1,1972-12-23,,999-44-3591,S99989882,X50565974X,Ms.,Lucretia377,Cruickshank494,,,S,white,nonhispanic,F,Lynn  Massachusetts  US,598 Reichert Passage,Natick,Massachusetts,Middlesex County,,42.25324154988312,-71.374986759856,995250.85,7738.279999999999,,
6e0d79f9-497a-4c9e-b3d3-53dd41d34af8,1950-04-13,,999-72-2761,S99985030,X11434651X,Mr.,Alvaro283,Ankunding277,,,M,white,nonhispanic,M,Wilmington  Massachusetts  US,752 Hand Port,Freetown,Massachusetts,Bristol County,,41.80539543457404,-71.04317116915799,1427015.18,6261.879999999999,,
6fce0e81-8447-4848-a811-57fa69303478,1956-12-23,,999-37-6632,S99968007,X44276772X,Mr.,Floyd420,Conroy74,,,M,white,nonhispanic,M,Swampscott  Massachusetts  US,355 Schuppe Orchard Apt 78,Uxbridge,Massachusetts,Worcester County,,42.10644485752832,-71.68308567724925,1300528.65,4757.84,,
6ab488c1-a646-40b3-b2f7-cab92db8960d,2019-04-27,,999-63-6584,,,,Simonne139,Douglas31,,,,asian,nonhispanic,F,Weymouth  Massachusetts  US,548 Gleason Divide Apt 98,Longmeadow,Massachusetts,Hampden County,,42.08581919966288,-72.5538259757988,3374.77,913.28,,
c2972df1-9046-4f4b-b90d-f419d09d0436,1953-05-23,,999-15-4336,S99991283,X78648015X,Mrs.,Eilene124,Daugherty69,,Fisher429,M,asian,nonhispanic,F,Springfield  Massachusetts  US,208 Bauch Hollow Suite 42,Bellingham,Massachusetts,Norfolk County,,42.07969936752493,-71.47965265246313,902770.4,8014.239999999999,,
42c5b49f-6a7a-4d39-92e7-7c26a39c613a,1972-03-29,,999-30-6305,S99938468,X31049005X,Mr.,Odis959,Sipes176,,,M,white,nonhispanic,M,Billerica  Massachusetts  US,987 Feest Drive,Franklin,Massachusetts,Norfolk County,2038,42.04864796282108,-71.4497577093409,1053415.68,20446.62,,
9c82a282-243f-4b70-9d3f-c189b67675b4,1964-01-10,,999-13-4844,S99987051,X81751682X,Mrs.,Susy776,Emmerich580,,Ankunding277,M,white,nonhispanic,F,Watertown  Massachusetts  US,1014 Wuckert Bridge Apt 74,Westport,Massachusetts,Bristol County,,41.60434180736122,-71.10730021117007,1149083.26,22091.83,,
0244e0db-981d-4663-8d09-381a7157069f,2007-11-03,,999-39-4326,,,,Dreama246,Doyle959,,,,black,nonhispanic,F,Swampscott  Massachusetts  US,739 Kerluke Bay,Millis,Massachusetts,Norfolk County,,42.13388038844565,-71.40307827584289,272288.23,3170.2499999999995,,
44875dfe-5ebc-47fe-b7e2-304cb4ab4bc2,1999-02-16,,999-14-4668,S99979773,X27218192X,Ms.,Shantay950,Bins636,,,,white,nonhispanic,F,Belmont  Massachusetts  US,146 Donnelly Pathway Suite 4,Fall River,Massachusetts,Bristol County,2723,41.65882115695344,-71.22181382962053,379548.64,3632.9699999999993,,
72ee7748-bc1e-4e8a-9c26-3aee16bb93f7,1970-01-02,,999-94-8786,S99910418,X8019815X,Mrs.,Bell723,Little434,,Kulas532,M,white,nonhispanic,F,Boston  Massachusetts  US,120 Hahn Parade,Framingham,Massachusetts,Middlesex County,1701,42.331358277560746,-71.46958429301526,1194956.43,11600.6,,
f26eaced-f2fc-43b4-b6cb-1fd44b4bacd9,1947-02-23,,999-68-7989,S99974581,X40569055X,Mr.,Ben667,Kessler503,,,S,white,nonhispanic,M,New Bedford  Massachusetts  US,651 Price Approach Apt 34,Holliston,Massachusetts,Middlesex County,,42.19357735791212,-71.49316692179008,1671876.37,10357.27,,
6040bb1e-f025-499f-b353-3d7e91049fb8,1923-07-20,2002-03-15,999-12-3875,S99985865,X2665097X,Mr.,Toby274,Leuschke194,,,M,white,nonhispanic,M,Boston  Massachusetts  US,1046 Leuschke Junction Suite 18,Brookline,Massachusetts,Norfolk County,2446,42.31681627458745,-71.15956299215131,1695919.29,20280.67,,
d9d1254c-61c6-4716-91fe-6c58d446b74b,1994-09-13,,999-71-3532,S99969862,X65527131X,Mr.,Morton637,Smith67,,,,white,nonhispanic,M,Revere  Massachusetts  US,273 Kassulke Ranch,Blackstone,Massachusetts,Worcester County,,42.00402773093153,-71.53369622941104,624593.36,3925.52,,
f54ff4b1-d9e6-4206-8110-99bfea3749e1,1923-07-20,1995-07-21,999-14-3508,S99937749,X12929977X,Mr.,Reggie481,McGlynn426,,,M,white,nonhispanic,M,Boston  Massachusetts  US,751 Bode Center Suite 77,Brookline,Massachusetts,Norfolk County,2467,42.29924304392264,-71.18074467808067,1437172.41,14504.72,,
f95e52b7-7e8f-4401-889a-0fbd59b08767,1997-01-14,,999-35-3112,S99994802,X45348023X,Ms.,Sandra485,Hoppe518,,,,black,nonhispanic,F,Fall River  Massachusetts  US,967 Rodriguez Parade,Sudbury,Massachusetts,Middlesex County,,42.40821527561018,-71.40579528338228,517825.99,15582.579999999998,,
adeb7b5d-fc2b-47a8-84ab-3e2f225fefba,1958-10-15,,999-94-8684,S99987209,X47085867X,Mrs.,Oneida64,Veum823,,Goodwin327,M,white,nonhispanic,F,Worcester  Massachusetts  US,522 Pagac Gateway Suite 31,New Bedford,Massachusetts,Bristol County,2747,41.5676841027268,-70.92265344522532,1308169.53,10518.97,,
65fc4a93-f1da-45dc-a332-1ff0ff47d6f9,2010-12-04,,999-93-4178,,,,Will178,Haley279,,,,white,nonhispanic,M,Holyoke  Massachusetts  US,1071 Von Course,Lakeville,Massachusetts,Plymouth County,,41.80189952371072,-70.96063417369214,240402.25,3016.48,,
1f9b73f7-9a7c-40f1-9541-1bb260183912,2000-03-25,,999-54-7058,S99917166,X16653285X,Ms.,Soraya693,Koss676,,,,white,nonhispanic,F,Belchertown  Massachusetts  US,566 Williamson Run Suite 85,Swansea,Massachusetts,Bristol County,,41.77258603015846,-71.19895007599308,414094.65,3184.72,,
88b0e75d-e328-4a26-a526-dec596a9e836,1980-06-30,,999-79-9192,S99996989,X85848747X,Mr.,Nickolas58,Lebsack687,,,M,white,nonhispanic,M,Burlington  Massachusetts  US,885 Hackett Dale Suite 72,Natick,Massachusetts,Middlesex County,,42.2449476325876,-71.37408832082157,1061399.89,2741.44,,
5ff252af-cd22-4f57-a820-41eef42f67e8,1984-08-13,,999-50-9340,S99967580,X73037416X,Mr.,Wilber603,Sanford861,,,M,white,nonhispanic,M,Cambridge  Massachusetts  US,154 Howe Club Suite 89,Bridgewater,Massachusetts,Plymouth County,,41.92490488484931,-70.977299978005,952370.89,2722.28,,
376a7d5d-38be-490c-9833-33a631656840,1965-11-16,,999-36-5986,S99910061,X49762416X,Ms.,Tomeka87,Gaylord332,,,S,white,nonhispanic,F,Lowell  Massachusetts  US,578 Welch Trace Unit 19,Bridgewater,Massachusetts,Plymouth County,,41.92771513075542,-70.99374196929969,1355796.05,6417.969999999999,,
93e995ff-cdd7-4c23-b87a-89c3d0fcdd4a,1973-03-27,,999-76-5436,S99977653,X86691217X,Mrs.,Seema671,Rath779,,Kertzmann286,M,white,nonhispanic,F,Westwood  Massachusetts  US,353 Ryan Grove Apt 30,Fall River,Massachusetts,Bristol County,2723,41.67914179638445,-71.15781536381445,942582.1,20011.81,,
05c9c8d4-5f51-4f6a-908c-140372a975af,1939-07-09,,999-44-2048,S99984121,X31032233X,Mr.,Broderick767,Kozey370,,,M,white,nonhispanic,M,Woburn  Massachusetts  US,427 Wyman Lane,Northbridge,Massachusetts,Worcester County,,42.08812305778801,-71.61248816817925,1930966.06,136042.39999999997,,
bfeb0165-1cb6-4f5b-9dc2-d48153bade07,1976-10-04,,999-61-9177,S99977817,X79324148X,Ms.,Vanita165,Conn188,,,S,white,nonhispanic,F,Lawrence  Massachusetts  US,421 Fritsch Throughway Suite 67,Wayland,Massachusetts,Middlesex County,,42.37820442468019,-71.34685168383196,985510.68,6213.56,,
8a758dea-5e77-4bce-80a9-87c03312931f,2005-05-11,,999-63-3142,,,,Jerrie417,Gislason620,,,,white,nonhispanic,F,Worcester  Massachusetts  US,1090 Jerde Run Suite 28,Springfield,Massachusetts,Hampden County,1106,42.1267480314992,-72.5968088627917,310173.63,3093.12,,
bfa33eb7-0434-47d9-8b41-7d85341065e8,1982-12-16,,999-59-3542,S99932470,X66682040X,Ms.,Tawny381,Jacobson885,,,S,white,nonhispanic,F,Palmer  Massachusetts  US,342 Turcotte Stravenue,Longmeadow,Massachusetts,Hampden County,1106,42.01337841413883,-72.57624339490455,816846.7000000001,9432.999999999998,,
867a31e1-c6e0-40fb-8c94-c59f8d45788d,1954-07-03,,999-45-9409,S99987820,X18927529X,Mr.,Timoteo39,Rico947,,,S,white,hispanic,M,Portsmouth  Saint John Parish  DM,209 Hettinger Park,New Bedford,Massachusetts,Bristol County,2744,41.58955673166231,-71.01288465813583,1600424.6,8688.24,,
203abecd-74fb-4ea0-a721-4cf17c9f70d8,1942-06-20,2012-05-15,999-56-1160,S99936040,X27189091X,Mr.,Federico589,Treutel973,,,S,native,nonhispanic,M,Worcester  Massachusetts  US,941 Tillman Plaza,Chatham,Massachusetts,Barnstable County,2633,41.63268643376055,-69.96773716991173,244079.42,47146.23,,
737a2e56-aea6-433f-9309-4b5e616493f0,1937-03-17,,999-77-5341,S99993255,X23806926X,Mrs.,Shaunte610,Ullrich385,,Franecki195,M,white,nonhispanic,F,Ashland  Massachusetts  US,430 Ondricka Track Suite 83,Concord,Massachusetts,Middlesex County,,42.4602026566285,-71.39401579356566,1587538.92,19367.47,,
56d6909b-e097-4ccb-919d-1000d199afd2,1992-05-28,,999-80-7704,S99949929,X15531927X,Mrs.,Vanna750,Herman763,,Gleason633,M,white,nonhispanic,F,Somerville  Massachusetts  US,883 Nader Lock Apt 76,Franklin,Massachusetts,Norfolk County,2038,42.06491888748436,-71.44312434817734,687083.66,3938.0,,
9a5fd0c7-175e-42d2-b16b-cb4722440272,1976-06-16,,999-61-4522,S99931210,X83279860X,Mr.,Wilton999,Heidenreich818,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,943 Kohler Center,Dartmouth,Massachusetts,Bristol County,,41.60223441396799,-70.96496120412111,1118272.77,5417.839999999999,,
eb628440-80ef-41c9-bba5-e76f9a3199c6,1958-04-24,,999-31-8277,S99958696,X89793317X,Mr.,Burl285,Wilkinson796,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,202 Morissette Gateway,Dartmouth,Massachusetts,Bristol County,,41.52623645842699,-70.94731966171574,42158.56,0.0,,
fbd232fc-c183-4e0f-83c1-e2a029749d8e,1972-12-11,,999-34-1014,S99949234,X81409051X,Mrs.,Debbie941,Crooks415,,Feil794,M,white,nonhispanic,F,Chicopee  Massachusetts  US,226 Bogan Fort,Milford,Massachusetts,Worcester County,1757,42.157889285915374,-71.4995670554618,1099826.42,5239.52,,
aa2e62ae-3b08-4340-b593-646d1c9e35af,1949-03-26,,999-10-3134,S99915658,X17580241X,Mrs.,Reyna401,VonRueden376,,Cole117,M,white,nonhispanic,F,Boston  Massachusetts  US,824 Schuppe Gate Unit 70,Grafton,Massachusetts,Worcester County,,42.178552171616445,-71.65030080582224,1602242.93,21142.14,,
8067687d-5327-40bf-93b6-646c48df5832,1987-04-26,,999-44-4521,S99995723,X63828027X,Ms.,Leandra549,Rippin620,,,S,white,nonhispanic,F,Foxborough  Massachusetts  US,899 Runolfsson Green,Upton,Massachusetts,Worcester County,,42.17987471068305,-71.60509515401378,695955.88,9589.929999999998,,
2b99a3b6-ac57-43a8-bf5e-a274f2d832d2,1990-10-29,,999-28-6687,S99986378,X40237733X,Mr.,Greg949,Mayer370,,,M,white,nonhispanic,M,Northbridge  Massachusetts  US,469 McGlynn Haven,Westborough,Massachusetts,Worcester County,1581,42.27412603763197,-71.60244267571005,682522.64,4233.799999999999,,
8b81d361-6ae5-4237-bd6b-7215b9c7059c,1964-12-28,,999-24-9089,S99960148,X27839485X,Mrs.,Velma961,Kub800,,Kuvalis369,M,white,nonhispanic,F,Lynn  Massachusetts  US,379 Yundt Station,Taunton,Massachusetts,Bristol County,2780,41.90465387111316,-71.00189405766703,1190554.1,12293.919999999998,,
d213e220-d3ec-49f9-ab37-d8dcabeeb33f,1979-09-16,,999-53-2391,S99961013,X6426965X,Mr.,Jacob959,Daniel959,,,M,white,nonhispanic,M,Danvers  Massachusetts  US,699 Ankunding Run Apt 36,Norwood,Massachusetts,Norfolk County,2062,42.171659063074365,-71.22633189296208,124852.71,3550.5199999999995,,
30ed644c-1791-4670-99ff-3ba544406857,2003-02-22,,999-94-9788,S99932543,,,Ronald408,Brown30,,,,white,nonhispanic,M,Phillipston  Massachusetts  US,605 Reichert Tunnel Suite 13,Taunton,Massachusetts,Bristol County,,41.95549491045782,-71.12429615594787,374340.89,3258.08,,
350665e3-5806-4ff4-b531-7da320c0b11f,1952-03-29,2015-04-19,999-61-4061,S99938386,X64065089X,Mr.,Jacques50,Leannon79,,,M,black,nonhispanic,M,Lowell  Massachusetts  US,631 Emard Wynd,Fall River,Massachusetts,Bristol County,2747,41.714838838085534,-71.0893198959095,1464488.4200000002,8439.119999999999,,
b6bb6d8c-cb87-4d06-bdc8-a0247b7174a1,1939-07-20,1990-12-06,999-47-8632,S99993754,X55380930X,Mr.,Scotty190,Spencer878,,,M,white,nonhispanic,M,Boston  Massachusetts  US,995 Mitchell Fort,Framingham,Massachusetts,Middlesex County,,42.30778773102457,-71.42990703757023,1118706.94,12612.34,,
d72c1e9c-bcb0-4502-88d9-b0c56566b86f,1952-03-29,,999-34-6383,S99940981,X55415737X,Mr.,Wallace647,Daugherty69,,,S,black,nonhispanic,M,Malden  Massachusetts  US,763 Huel Dam Unit 84,Fall River,Massachusetts,Bristol County,2724,41.6527900049864,-71.1620462355885,1515258.36,7712.889999999999,,
db497357-16f1-45bd-8606-bdf1b8639e0a,1986-03-29,,999-52-6602,S99938022,X45882880X,Mr.,Benton624,Boyle917,,,M,white,nonhispanic,M,Haverhill  Massachusetts  US,561 Corwin Dale,Acton,Massachusetts,Middlesex County,,42.52533398942308,-71.48845805648034,909323.57,3884.72,,
77075af2-448e-41d2-9d30-facb23f4fd50,1935-09-11,2005-04-03,999-34-7353,S99972446,X74900816X,Mr.,Keenan632,Emard19,,,S,white,nonhispanic,M,Tyngsborough  Massachusetts  US,229 Douglas Hollow Suite 64,Franklin,Massachusetts,Norfolk County,2038,42.07316020726533,-71.42081988130472,1582668.1,6986.799999999999,,
aaf80f6e-ec6e-439a-91f0-0b84b0a57882,1987-04-15,,999-30-7178,S99991019,X7759517X,Mr.,Homero668,Reyes140,,,M,white,hispanic,M,La Paz  Baja California  MX,257 Gutmann Highlands Apt 89,Hopkinton,Massachusetts,Middlesex County,1748,42.25970000957243,-71.49236898379634,889821.39,2648.12,,
384d959c-446b-4fd2-bc36-9ec7174351f3,2004-10-14,,999-48-2842,,,,Ethelyn789,Wehner319,,,,white,nonhispanic,F,Holyoke  Massachusetts  US,1023 Harvey Grove Apt 94,Lakeville,Massachusetts,Plymouth County,,41.81178940681863,-70.94685297263445,415556.62,2714.84,,
a89dc3b1-830a-460a-9ba5-20f8a6cdf2e3,1962-03-13,,999-94-9258,S99974074,X23006188X,Ms.,Salina386,Kris249,,,S,white,nonhispanic,F,Avon  Massachusetts  US,806 Emmerich Alley,Shirley,Massachusetts,Middlesex County,1464,42.55059460786459,-71.65246806890018,1273003.46,19603.72,,
0e7eb959-eb65-4882-9dac-7e5b8beb5560,1935-09-11,2017-11-22,999-29-8692,S99987943,X39053252X,Mr.,Jeremiah751,Mueller846,,,S,white,nonhispanic,M,Leicester  Massachusetts  US,323 Wilderman Passage Suite 72,Franklin,Massachusetts,Norfolk County,2038,42.104708606507984,-71.45332973791682,1542984.68,9457.12,,
516b7da7-5598-49fb-8696-3083179352bd,1935-09-11,1946-08-31,999-87-4926,,,,Dewey930,Green467,,,,white,nonhispanic,M,Hopkinton  Massachusetts  US,677 White Mews,Franklin,Massachusetts,Norfolk County,,42.10395721081596,-71.39046144365109,279760.37,2766.4,,
c1f37b81-5142-4872-82d3-349802c187b4,1959-11-14,2019-03-07,999-37-5671,S99961205,X41136250X,Mrs.,Mardell937,Raynor401,,Cronin387,M,white,nonhispanic,F,Newton  Massachusetts  US,340 Walker Mill Suite 93,Fall River,Massachusetts,Bristol County,2724,41.63418312266864,-71.03327960760095,1263857.2,10584.259999999998,,
c2e1d5c0-c7f1-45c6-9837-4490558614f0,1958-02-15,,999-95-3873,S99959151,X89574051X,Mrs.,Terese90,O'Reilly797,,Lehner980,M,white,nonhispanic,F,Newburyport  Massachusetts  US,1022 Windler Vista,Millville,Massachusetts,Worcester County,,42.02089724591763,-71.5781065983752,1406885.96,10626.57,,
78e14d39-c5a4-43da-8e60-0acca2523319,1993-05-31,,999-93-1248,S99997965,X84715098X,Ms.,Agueda283,O'Reilly797,,,,white,nonhispanic,F,Springfield  Massachusetts  US,196 Harris Heights,Ayer,Massachusetts,Middlesex County,1434,42.52909004790911,-71.58830043447463,604932.2,4605.4,,
2197b4a6-4b19-451c-aaee-e5614a735925,1959-11-14,,999-73-8717,S99934117,X5309035X,Mrs.,Fannie183,Ziemann98,,Goldner995,M,white,nonhispanic,F,Boston  Massachusetts  US,961 Mraz Ramp,Fall River,Massachusetts,Bristol County,2790,41.71161288941845,-71.15253328412828,1366425.16,11520.6,,
e8786c0e-ab24-404b-ac9a-c41172ae71d9,1935-09-11,2010-01-27,999-21-4858,S99978930,X32459792X,Mr.,Michal596,Thiel172,,,M,white,nonhispanic,M,Lawrence  Massachusetts  US,852 Pfeffer Passage Suite 71,Franklin,Massachusetts,Norfolk County,2038,42.066614567370856,-71.41763285921459,1528466.2300000002,83157.73999999999,,
213a81c2-fce0-4c93-b167-5ac9edd94a4f,1949-10-02,,999-19-7899,S99949914,X40414896X,Ms.,Brittni468,Grimes165,,,S,white,nonhispanic,F,Charlton  Massachusetts  US,427 Williamson Boulevard,Northbridge,Massachusetts,Worcester County,,42.14648647249423,-71.64760685049937,1521628.85,24161.45,,
ed0faf88-64ba-4a58-b92f-13c48beed74f,1977-02-18,,999-74-9009,S99978405,X49250654X,Mr.,Keenan632,Hoeger474,,,M,white,nonhispanic,M,Dartmouth  Massachusetts  US,886 Hermann Arcade,Framingham,Massachusetts,Middlesex County,1701,42.275071042655256,-71.39881015954077,940425.46,3881.22,,
ff0cac9f-1df0-4e47-96b7-cdacd56fcf9a,1935-09-11,,999-89-7705,S99943867,X23589387X,Mr.,Faustino767,Hyatt152,,,M,white,nonhispanic,M,Fairhaven  Massachusetts  US,803 Bogisich Trail,Franklin,Massachusetts,Norfolk County,2038,42.07868794717924,-71.39362784302337,1785499.59,7969.389999999999,,
